Word	Cluster	Jaccard BNC-Genome	Genome neighbors	BNC_normalized neighbors
merchandise	6	0.0	merchandise sheers dresses electric_sign reflection_of_light ac courtyard kitchen_window teddy_bears patio_umbrella mobile building_sign newspaper_stand house_plant overhead_light	an use economic oil like today benefit social development during merely instruction social right leisure
mesh	1	0.0	mesh netting rose_bush red_square white_handle black_handle barbed_wire metal_posts chains eaves ivy fence_pole net wood_surface slats	will simply against alternative series assuming spokesman postgraduate most question aspects useful also transportation big
meter	18	0.0	meter parking_meter business fire_hydrant cement_square phone_booth traffic_sign payphone machine mailbox parked_car stop_sign cola dining_chair pedestrian_signal	influences at predominantly migration 171 value distinction felt anthony politically intend besides division suggestion opposition
metro	5	0.0	metro black_print toilet_top front_paws brickwall feces icicle letter_h electric_sign train_side shipping_container tinted_windows lower_level window_bus top_window	personality again forum sites competition thing found when denied this concerning explain launched category published
microphone	1	0.0	microphone microphones smartphone electronic_device microphone_stand adapter earphones cellular_phone t.v. drums speakers podium mic lense speaker	171 migration predominantly opposition politically distinction suggestion between helped stress case felt at two division
microwave	10	0.0	microwave microwave_oven oven dishwasher stove vent_hood range_hood appliance appliances toaster exhaust_fan cupboard cabinets cabinet ovens	based published isolated expanding (see networks suggestion behind expediency two subdivided facilities belonging redundant politically
mirror	18	0.0	mirror tail_light mirrors bathroom_mirror headlight brake_light soap_dispenser tire windshield head_light speedometer side_mirror rear_tire rear_view_mirror front_tire	crichton competition was isolated this forum expanding processes base meaning so published where acquainted encourage
missile	13	0.0	missile airplane_engine bomb jet_engine tail-fin cock_pit afterburner bullseye missiles rear_landing_gear propeller_blade engines target fuselage emergency_exit	districts conflict networks areas at politically well-known predominantly question anthony has claims engendered a migration
mist	3	0.0	mist canyon spray seafoam parasailing sea_foam swell froth splash white_caps surf softball foam horizon_line telephone_poles	criteria again sites take dividing debating launched denied communities suburbia authors competition statements papers forum
monitor	12	0.0	monitor monitors computer computer_monitor mouse dell desktop moniter trackpad laptop desktop_computer router pen_holder computer_keyboard monitor_screen	expert circulation support collar affect defend changes disruptive locally more truth produced answers bears deserved
monkey	6	0.0	monkey white_bar seahorse parrot stuffed_animals rabbit dove wood_beam red_letter panda left_front_leg dining_table lapel kitty stuffed_dog	each commercial race distinction since sharp completed at numbers situated behaviour agriculturally how class consideration
moon	5	0.0	moon sports spiderman puffy_clouds no_clouds satellite wii_game white_cloud thin_clouds grey_clouds fluffy_clouds gray_cloud grey_cloud gray_clouds show	concentrates section held suburbia papers rights incomers role focussing authors goliath criterion this determines application
moped	18	0.0	moped motor_cycle scooter motocycle bike motorcycle motor_scooter motor_bike motorbike minivan medicine_cabinet dump_truck taxi_cab dirt_bike pick-up_truck	shift protect schooling gives eyes district possible exclusive equal boom cases grew numbers remarks second
mother	0	0.0	mother father adult dad parent mom closed_umbrella gamer ewe little_boy adults two_women chair_rail seating_area storage_area	determine industrial side stand unemployment talking masters 385 arrived promote wide-ranging central thought definable have
motor	9	0.0	motor rigging motors buoys balance front_seat tail_pipe life_ring sidecar tailpipe sails website_address masts rudder landing_wheel	follows tel take aspects when assuming in question various either locals right claims the point
motorcycle	18	0.0	motorcycle bike motorbike scooter moped motor_bike bicycle car cycle black_motorcycle bus dirt_bike vehicle dump_truck van	protect grew numbers gives comparatively agriculturally possible attributes schooling equal sorts eyes composed exclusive consideration
motorcyclist	18	0.0	motorcyclist cops officer biker rider cop racer police policeman bikers skid_marks police_officer cyclist officers motorist	did numbers readily race since class correspondingly combined each comparatively second agriculturally viewpoint imply outline
mound	8	0.0	mound pitcher's_mound clumps batter's_box third_base clump expanse earth foul_line dugout chalk_lines baseball_field infield yellow_grass red_clay	major rhetoric perceived priorities hub older different (something avenue ssrc often objective interests few raised
mountain	11	0.0	mountain mountains hill hills mountain_range city moutain land buildings forest cliff hillside trees woods distance	assuming early take 2 dividing tel series objections claims tends alternative most aspects communities stress
mountainside	11	0.0	mountainside ranch peck moutains coast stoplights big_tree backround highlights courtyard forrest bushy_tree moutain light_shining rubble	absorption interest contrast regularly occupational wider politicians 1978 being rights probably theme 2 prime incomers
mouse	12	0.0	mouse computer_mouse black_mouse keyboard trackpad ipod speaker monitor computer calculator computer_monitor headset smartphone hard_drive touch_pad	far unskilled commercial actually distinction sharp at society according mcfarlane behind anthony locked specified at
mouth	15	0.0	mouth nose eye ear left_ear head right_eye right_ear cheek eyebrow stomach face eyes back_legs leg	talking industrial thought promote central unemployment wide-ranging arrived stand masters 385 prevailing definable lie determine
movie	6	0.0	movie caster tape_dispenser rental_video t-shirts here computer_speaker cat's_nose browser beaker black_case kit cellular_phone deodorant house_plant	saunders doing at commercial networks politically anthony distinction areas has claims essentially extensive sharp engendered
mozzarella	7	0.0	mozzarella spinach_leaves shallot pepperoni_slice broccoli_head pizza_topping olive_slice pepper_slice meats arugula bell_peppers mushroom_slice onion_slice paint_brush black_olive	although generated aim separation seen dichotomy observed high-risk productive activities together welcome i.e. special jobs
mud	0	0.0	mud white_tusk ivory flies shore_line bollard spots hoofs big_rock calve elephant_ear tread dirt snow_patch brakes	faith matters rural literature impact fertile both nuclear development recently dispersed etc listen said sane
muffin	19	0.0	muffin brussel_sprout pie dark_background treat croissants chop_stick waffle green_food donuts pastry disks dumplings cookies salsa	depended grew attributes cases agriculturally class commitment comparatively contrasted although possible at growth far arc
mural	17	0.0	mural peaks crown_molding gray_road gargoyle metro iii window_shade peck noses peak ac graffiti_letter rooftops decorative_piece	viewpoint economy at commercial consideration may remote course race numbers few behaviour since meaningful bell
museum	17	0.0	museum train_platform tan_bricks incorrect_image window_frames tiers building_windows mans_face window_building green_window parade store rectangular_sign shuttle float	when intend locals boot claims dividing this its new suggestion again communities motivations felt launched
mushroom	7	0.0	mushroom mozzarella_cheese mushrooms basil meat onion noodle chickpeas pepperoni parsley sauce green_peppers tomato ham cheese	according also public carrying very these ideologies ideology right allow another our but answer blue
nail	6	0.0	nail knuckle thumb_nail finger_nail nails knothole fingernail thumbnail nail_polish fingernails toenails pointer_finger scratch scuff_mark spaces	long published redundant migration as ultimately behind division time born two motivations subject intensive for
napkin	7	0.0	napkin napkins wrapper placemat paper silverware fork plate knife mat coaster foil table table_mat spoon	interaction divide choose explicit grew it term attributes whether does vicinity mercenary sorts immigration traits
navel	15	0.0	navel gourd dotted_line blemish core bruise peel fuzz flesh belly_button dent white_dot water_drop texture clementines	basic suddenness masters promote conditions stand arrived local unworthy central terms social however along phase
neck	0	0.0	neck back_legs legs beak leg head stomach front_leg giraffe's_tail chest long_neck eye throat hind_leg mouth	arrived unemployment central wide-ranging stand masters conditions prevailing talking industrial 385 promote patterns suddenness on
necklace	1	0.0	necklace scarf necklaces blue_scarf id_badge colar capris lanyard wedding_dress black_tie red_tie cleavage tennis_uniform black_skirt brown_pants	contrasted agriculturally cost grew division commercial at within whether although class be attributes consideration examination
necktie	1	0.0	necktie white_collar striped_tie plaid_shorts black_jersey pearls tie blue_sock ties sleeves trouser id_badge shin necklaces pointy_ear	lay grew attributes it class divide division bureaucratic imply consider actually race comparatively schooling commitment
newspaper	6	0.0	newspaper pills black_laptop magazine brown_box red_pillow white_keyboard red_stain laptop_keyboard red_table writings remote toilet_top champagne_flute checks	areas networks at politically saunders well-known society commercial anthony doing claims belonging essentially (see behind
night	5	0.0	night parking_garage tall_buildings sky_scraper farmers_market dark boards streets marina water_tower skyscrapers daytime day ox boats	humane research greenfield those possibility time intensive increased its neighbourhood opposition 358 this found motivations
noodle	7	0.0	noodle casserole pasta broccoli_floret pasta_salad meat_piece food_piece noodles chinese_food creamers pork meatballs broth seafood potatoe	camp jobs belong vaguely factors activities sciences who convenient position sphere reports seen niceties quantitatively
nose	15	0.0	nose eye ear mouth snout eyes head tail leg ears face right_eye right_ear left_eye muzzle	unemployment arrived industrial stand 385 talking immigration prevailing wide-ranging lie international thought central have promote
nostril	15	0.0	nostril snout muzzle nostrils front_leg flies back_legs abdomen hind_legs hind_leg white_leg hip back_hoof hindquarters giraffe's_leg	exists almost 385 facts phase does along constraint political traditional traits stand rise be could
note	6	0.0	note soccer_game calculator yellow_lettering smudges plastic_cups sweet post-it white_paws green_spot brown_food post_it post_it_note power_light dell	from appropriate nascent few besides council rather davids has well-known there liberty suggestive discussions way
notebook	12	0.0	notebook note_pad bulletin_board laptop_keyboard cpu champagne_flute chopping_board tape_dispenser red_table notepad memory_chip stove_burner beaker pages groceries	explicit choose whether mercenary that sphere over all effectiveness vicinity yet immigration attributes be depends
notepad	12	0.0	notepad note_pad beaker closure red_dot paperwork champagne_flute coffeemaker white_tiles water_bottles memory_chip highlighter tv_remote black_remote magnets	remarks gives attributes explicit that grew sphere comparatively cost applies choose equal agriculturally protect sorts
nozzle	6	0.0	nozzle red_top black_cap bus_front english green_label sprayer lug numbering pink_top valve orange_paint nozzles two_eyes drain_plug	classified dividing again debating sites communities its claims take tends various when a sustained series
numeral	17	0.0	numeral roman_number roman_numerals hour_hand numerals roman_numberal vi pendulum gold_hands clock_hands iii tick_mark five roman_numeral black_number	achieving such at politically doing saunders commercial extensive whom facilities born course areas engendered society
nut	19	0.0	nut chickpeas lug_nut birthday_candle walnut crumble lug chipped_paint raisin grape_tomato english coconut chocolate_icing red_berry screw	locked unskilled actually migration far does predominantly sharp distinction subject era than at value 171
oar	9	0.0	oar rigging life_saver floater front_seat boat_reflection porthole paddle hull balance exhaust_pipes identification_number anchor whip raft	think must along origins instances touchstone masters (2 wide kin bearers effectiveness david view change
object	6	0.0	object objects white_tablecloth radio linen banana_box sippy_cup wii_control baseboard things shells stuff ski_pole metal_piece items	of or royal sea dominant 1979 with operate aspects against economic should final covered most
ocean	3	0.0	ocean water sea wave ocean_water beach lake waves blue_water shore dune hills surf boardwalk horizon	run way fieldwork about population approaches issue connection attract books they take their impact final
office	12	0.0	office framed_painting hotel_room bedroom apartment basement cubicle farmhouse eraser electrical_line classroom traincar desk three_windows airport_terminal	instances this said origins competition pieces was impact public research encourage sane are launched crichton
one	17	0.0	one lobe tick roman_numberal zero gold_hands tick_mark vi clock_hands clock_faces black_hand lower_part pendulum grave_stone short_hand	social economic use we benefit oil observed social why today not an journal instruction carry
onion	7	0.0	onion tomato meat mayo pickle green_lettuce mushrooms pepper mushroom bacon tomato_slice cheese vegetable chili cucumber	finer ribbon everyone permanent great 1977 niceties differences who progress factors saw urban welcome problems
open	17	0.0	open waterfront away service times ahead streetlights icicle city_bus plaza snow_shoes streetlamp embellishment checker auto	more disruptive produced circulation changes locally provide support expert collar immigrants us things defend stems
opening	6	0.0	opening arch arc two_clocks entrance cross_beam archways ventilation ceiling_tile skylight tint letter_c hole piling ashore	fieldwork way run there population contained books issue final pieces informed take uniqueness about alternative
outdoors	6	0.0	outdoors paved_area grassy_field tall_pole vans baggage_claim scenery jetway landing_strip hangar windsock airline warehouse time control_tower	differ farms medium immigrants matters meaning centralisation (and where us launched said paper work count
outfield	8	0.0	outfield paper_holder infield yellow_stripe outlets baseline turf home_plate white_frisbee gates third_base light_switch white_chalk three_zebras chalk_lines	labelled base where so crichton meaning concentration competition forum centre appeared centralisation isolated was dichotomous
outfit	1	0.0	outfit blue_outfit tennis_uniform black_boots batting_glove bikini_bottoms white_clothes ski_pants snowsuit orange_jacket blue_jean white_skirt collared_shirt capris cat_ears	remains era networks anthony saunders distinction areas commercial well-known doing predominantly actually going has engendered
outline	6	0.0	outline grove soccer_game white_sticker short_pants ear_bud dog_collar talons letter_c scroll_wheel black_collar street_name red_band sprayer door_panel	or sea of most fieldwork 1979 final uniqueness against make constraining royal big books concept
outside	17	0.0	outside window_ledge levels arched_top ear_bud inside shore_line wingspan foot_board bedskirt brown_stem framed_window core window_panes nose_section	other section criterion goliath authors this being held rights suburbia determines concentrates same focussing dispersal
oven	10	0.0	oven stove stove_top microwave range cooker cabinet dishwasher refrigerator drawers establishment appliance dish_washer fridge fridge_door	(and where farms centralisation was forum crichton count base meaning so concerning this competition centre
overall	1	0.0	overall dark_shorts pink_skirt pink_shorts beige_pants grey_hair khaki_shorts hair_bow gray_shirt side_burn white_sock bikini_bottoms product right_knee snowpants	1979 or sea of final fieldwork books panel issue run benefit big journal (june use
overhang	5	0.0	overhang eaves blue_roof satellite pavilion awning blue_carpet red_roof people_waiting window. delta yellow_line safety_line roofing dormer	respectability concept population sustained effects assumption about uniqueness politicians dividing sea approaches tends anchored figures
owl	6	0.0	owl browser crow algae lcd parrot elements sheeps music_note snake red_letter pelican hearts shamrock hairbrush	loose background treatment non-technical dominant find explain royal with important anchored should companies close none
package	6	0.0	package dark_background tufts food_item white_edge bus_wheel roll latches gift clear_vase pigtail brown_area hay_bale buns felt	there well-known priorities few davids doing avenue most often rhetoric outside particular study commercial question
pad	6	0.0	pad black_keyboard knee_guard pads kneepads knee-pad elbow_pad knee_guards tatoo ports kneepad trackpad concrete_post padding brace	subject actually migration unskilled court 171 stress opposing case predominantly does ultimately currently distinction between
padding	1	0.0	padding mats knee_guards rigging anklet brace shinguard blob chair_arm pads pad cabinet_handle shinguards bunting knee_guard	relevant development literature fertile events rural listen matters attempts benefit faith equally field etc industries
paddle	3	0.0	paddle rigging paddles boat_reflection oars oar front_seat marsh game_controller whip second_story dolphin stilts blue_white ankle_strap	females where cast understanding conflicting constraint nascent characterised besides stems types discussions changes living value
page	16	0.0	page pages spiral author soccer_game beaker title browser book_spine video icons power_light dell spine program	necessarily engaged middle enquiry much go the early some sordid developments nationally earnest what would
painting	12	0.0	painting picture framed_mirror gold_frame picture_frame notices deer_head waterline art detector photograph crown_molding train_platform paintings artwork	allow also social another health right these very our the question ideology seminar disseminate answer
palace	5	0.0	palace back_ground big_building wood_table toilet_base skating_board blue_building banks shore_line tennis_game ski_area mountain_slope seashore sunny boat_dock	claimed launched students authors forum servants again way this category denied was connection sites section
palm	17	0.0	palm fingertip knuckle brown_tree knuckles greenleaves large_leaves branche beach_chairs fingernails clover parking_spot middle_finger fronds pinky	patterns central social conditions however provision arrived prevailing masters ease promote in contained health argue
pan	7	0.0	pan black_pan spatula tea_pot metal_pan frying_pan pans cooking_pot rolling_pin baking_pan gas_burner platter burner tray coils	refer politically at suggestion society meaningful belonging aspect a facilities apart areas subdivided (see behind
pancake	7	0.0	pancake brussel_sprout breakfast waffle croissants pancakes chinese_food meat_piece metal_object food_piece milkshake brussels_sprout sprout hashbrowns veges	5 comparatively agriculturally grew each imply composed attributes possible numbers claim consideration cases second commitment
pane	6	0.0	pane arched_top window_ledge glass_pane white_frame wood_trim window_trim ac panes mail_slot blind ac_unit drapery reflection_of_light iron_gate	whose constraining sustained tends most dividing assuming company assumption informed uniqueness series concept objections troublemakers
panel	6	0.0	panel lightswitch switch_plate control_panel tubing wheel_cover dial glass_pane control cross_beam sill wood_frame vents arched_top panels	assumption dividing situation early communities effects concept claims students objections series its locals debating aspects
paper	6	0.0	paper napkin wrapper papers napkins tissue foil paper_towel roll toilet_paper wax_paper paper_holder magazine cloth white_paper	the alternative social benefit also use aspects take tel vital assuming right postgraduate big against
parachute	3	0.0	parachute para_sail parasailing flying_kite parking_spot pyramid softball thin_clouds grey_clouds fluffy_clouds gray_cloud grey_cloud cow's_head trick freesbee	force gives mercenary actually whether that choose division cost understanding vicinity grew all depends residence
parade	1	0.0	parade train_platform sport motor_scooter bollard passenger_bus traffic-light museum tennis_match float lamp_pole baseball_game rooftops crossing dark_water	help possibility early much engaged modern time nationally intensive prime opposition felt objections shetland go
parasol	6	0.0	parasol colored_umbrellas weather horseback lifeguard_stand footstep foot_print foot_prints hoof_prints support_pole chime black_rock alone person's_foot cabins	pursued refute it contrasted be comparatively attributes grew sorts agriculturally claim division cost imply examination
park	11	0.0	park skate_park skatepark zoo backyard island giraffe_pen farmland roadside picnic_table hillside field plantation playing_field prairie	auspices the forum expanding follows category again crichton this motivations published so was mentioned competition
parka	1	0.0	parka man's_jacket brown_coat winter_jacket jumpsuit clothe snow_suit gray_sweater snowsuit bikini_bottom poll bedsheet ski_jacket parasailer onesie	widely international all touchstone mercenary almost (1 prevailing unemployment effectiveness reports on year immigration provision
parsley	7	0.0	parsley chives green_lettuce seasoning cranberry meats slaw meat_ball mushroom gravy artichoke black_olives garlic bagels burnt_spot	differences bust who ribbon niceties everyone finer great aim seen problems alterations welcome 1977 had
part	6	0.0	part edge section bottom side top tip portion corner view end reflection sets shadow inside	carry panel compare is journal sea familiar not controlled any connected most we given relations
partition	17	0.0	partition payphone claw_foot concrete_slab luggage_rack wrench wood_bench orange_umbrella motorist street_line arrow_sign white_tub bench_slat iron_rod trash_bags	constraining final books uniqueness concept most against take make sustained population contained aspects alternative fieldwork
passenger	17	0.0	passenger passengers safety_jacket driver person_walking dirt_pile steering_wheel electric_sign left_window people_waiting driver's_seat empty_seat sidecar cop electronic_sign	received two published housing time subdivided suggestion apart behind migration camps motivations politically as redundant
pasta	7	0.0	pasta noodle green_broccoli cheese_pizza brussel_sprouts noodles meat_piece stir_fry pasta_salad food_piece green_food beans crepe creamers omelet	niceties everyone welcome who had jobs aim progress problems urban permanent others activities seen negotiation
pastry	19	0.0	pastry bagels cakes pastries donuts brownies seafood donut birthday_cake bakery crackers green_broccoli doughnut crystal muffin	529 literature native ideology rural right events development listen part faith in placed fertile social
path	17	0.0	path pathway dirt_path trail road walkway clearing footpath crevice sidewalk paved_road rocks bank pond grass	wider rights being role debating prime image authors section regularly category theme students incomers boot
patio	17	0.0	patio paving glass_shelf half_pipe background. store_front garden water_droplet wood_table window_trim doorstep shadow_cast pavilion museum skateboard_park	kind modern court shetland opposition possibility status much elicit incomers corollary felt large role boot
pavement	18	0.0	pavement road asphalt sidewalk ground street street_curb race_track platform tennis_court tarmac court wet_ground electric_post concrete	total accept wish what concentrated among addresses ln earnest experts elicit being much criterion theme
pavilion	5	0.0	pavilion payphone railway_station trash_bags train_side shipping_container overhang red_wheels yellow_square train_wheel protrusion tour_bus green_trim farm beach_chair	found again category forum boot possibility concerning when role rights opposition this status launched denied
paw	15	0.0	paw left_paw paws front_paws front_paw black_ear right_ear right_paw nose ear black_nose back_paw black_eyes left_eye blue_eye	traits choose mercenary vicinity does explicit all grow term immigration interaction gives takes lie residents
pea	7	0.0	pea creamers chickpeas okra yellow_pepper chopstick green_vegetable pasta_salad green_peas brocolli flatware dill jello cashew clove	less above but too simple do industry ideologies clearly within general allow public conducting in
pear	4	0.0	pear piece_of_carrot artichokes tulip grapefruit cutlery bagels cheeseburger apple breadsticks kitchen_utensil nectarine bell_pepper cherries red_apple	exigencies deliberately struggle sphere northwards receive clearly but far according here existing agriculturally another within
pearl	6	0.0	pearl pearls elements cucumber_slice checker red_topping potato_chips black_logo collars plate_edge diploma green_spot inner_part writings south	expansion rationalisations but receive conducting ambrose show position vaguely consensus urban north public had estates
pebble	6	0.0	pebble hoof_prints small_rocks dips imprints colored_umbrellas foot_print pot_hole bunting foot_prints footstep sea_weed train_depot weather horseback	relates at commercial sharp grew agriculturally attributes race meaningful owned at broader distinction cost each
pedestrian	5	0.0	pedestrian pedestrians people_walking several_people woman_walking newspaper_stand telephone_booth safety_cone man_walking dummy guitar_case water_puddle payphone gentleman orange_cones	pattern within cost agriculturally economy well-known at commercial examination davids merchants meaningful industry bell society
peel	4	0.0	peel banana_peel cinnamon navel core banana_stem green_sticker bruise plantain slice_of_bread para_sail pizza_box butterfly pod stem	oil-rig massive locally creation provide changes broken disruptive weapon medium immigrants more wherever us council
pen	6	0.0	pen pencil pens ink_pen habitat black_remote notes spiral computer_mouse beaker remotes disks cellphone walkie_talkie calculator	whether sphere actually grew division cost that be agriculturally far according attributes commitment depends choose
pencil	6	0.0	pencil highlighter pen note_pad disks beaker pens pasta_salad colour ink_pen champagne_flute baked_good paint_brush computer_mouse glue	sphere whether sorts comparatively growth agriculturally attributes grew that possible explicit commitment yet deliberately do
penguin	6	0.0	penguin seal drink_dispenser elements dolphin red_topping coffeemaker bald_head diploma swan pelican sticky_notes rice_cooker paperwork memory_chip	relations capital-intensive rights opposition corollary role category context incomers extensive elicit debating between 1978 migration
people	1	0.0	people person men man spectators crowd woman women couple fans lady skiers girl passengers guy	and social use economic ideology instruction oil research social an set creation should results literature
pepper	7	0.0	pepper seasoning onion cheese herbs lemon_slice guacamole bacon mushroom green_onions sauce garnish parsley pepperoni topping	privately who permanent everyone ribbon problems 1977 factors seen myriad aim alterations bust niceties differences
person	1	0.0	person man woman people girl lady boy skier guy child he kid female adult male	council correspondingly anthony combined well-known has besides doing value commercial since completed rather at discussions
petal	19	0.0	petal yellow_petal petals flower_stem green_stem flower_petal buds pedals brown_stick stems blooms bud shaft bloom carnation	541 few avenue (something high-density perceived afford rhetoric priorities study interests too davids hub there
pew	6	0.0	pew aisle double_door window_panel spires white_words story double_doors bell_tower window_frame artwork seats statues steeple spire	dichotomous isolated crichton competition expanding expediency acquainted this was published suggestion forum polarity processes base
photograph	6	0.0	photograph handwriting photos bus_front photo paper_pad dry_erase_board note_pad left_knee pink_wall cinnamon_roll picture framed_mirror drink_dispenser candlestick	few priorities rhetoric davids study often ssrc industry perceived co-operation bell inhabited enquiries (something there
photographer	1	0.0	photographer photographers safety_gear cameraman camera_man photography top_shelf elbows grassland dust_bin copyright spectator window_reflection baseball_catcher red_square	class race numbers correspondingly since consideration outline commercial combined distinction grew completed sharp at each
piano	12	0.0	piano escape_key instrument book_case desks wooden_desk window_blind carpeted_floor baseboards wheelchair wood_trim wood_bench flower_pots trash_bin newspaper_stand	358 status possibility elicit opposition modern again camps shetland time corollary court migration national does
pickle	7	0.0	pickle lettuce coleslaw green_lettuce mayo french_fries pickles mayonnaise onion tomato mustard grill_mark onions pickle_slice salami	rigs sphere deliberately possible amount agriculturally belong do receive made struggle clearly according here sciences
pickup	18	0.0	pickup dump_truck taxi_cab truck_cab dotted_line event van motor_cycle minivan motor_bike firetruck green_car woman_walking black_truck trolley	theory predominantly various intend again when capital-intensive explain boot opposition paper corollary found role possibility
picture	12	0.0	picture photo painting photograph art pictures indoors outdoors image photos frame framed_mirror black_frames framed_photo framed_painting	priorities rhetoric avenue ssrc perceived often few particular hub country older major familiar different (something
pie	7	0.0	pie bagels casserole breakfast peas muffin brownies empty_glass blueberries black_graffiti cranberry meat_piece piece_of_meat green_food dumplings	struggle receive northwards clearly demarcated into belong another supposed made according far but sphere deliberately
pier	9	0.0	pier horizon_line cliff dock boardwalk jetty jet_ski brown_sand peninsula land raft cloudless_sky barge large_wave concrete_step	criterion goliath section being theme papers determines elicit this authors accept incomers other concentrates dispersal
pigeon	6	0.0	pigeon metal_legs bird's_head lift_chair parrot thorn bird seagull bear_statue newspaper_stand trunk_of_tree hen black_object cement_square wooden_bench	agriculture commercial far agriculturally sharp distinction at cost areas meaningful actually economy society broader each
pillar	17	0.0	pillar column beam pillars electric_pole arch metal_bracket many_windows dust_bin support_column archway support building_window columns water_body	hub rhetoric priorities perceived ssrc major older avenue often few (something country particular familiar afford
pillow	12	0.0	pillow pillows blanket cushion throw_pillows red_pillow sheets blue_pillow decorative_pillow cushions green_pillow throw_pillow white_sheet comforter sheet	proportion court earnest forge elicit middle much addresses go shetland contrast whole would what status
pilot	13	0.0	pilot cockpit passenger_windows fuselage nosecone wingspan white_tail cock_pit jet_tail tail-fin afterburner tailfin stabilizer tail_wing tail_fin	advice anthony claims has well-known doing networks felt extensive areas saunders distinction mcfarlane at predominantly
pin	6	0.0	pin button_hole red_band 200 name_tag lapel pocket_square divot medal red_rose two_cars badge corsage black_button shining	characterised nascent where cast understanding living changes involved stems circulation females tradition conflicting constraint suggestive
pineapple	4	0.0	pineapple bell_peppers lemon_slice tomatoe green_onion artichoke piece_of_meat cantaloupe sprouts okra meats paint_brush groceries mozzarella_cheese meat_piece	centres northwards receive ideology does another into right demarcated dairy placed listen clearly national native
pipe	2	0.0	pipe pipes plumbing flush_button valve flusher flush_handle water_line flush_lever waterline piping baseboard tank drain_pipe fixture	depends all actually vicinity mercenary (1 case provision effectiveness division subject almost opposing on unskilled
pitch	8	0.0	pitch snow_jacket turf curve tennis_court asphalt court pavement street road field flag orange dirt sidewalk	possibility prime boot modern again felt opposition time elicit papers intensive role category launched shetland
pitcher	1	0.0	pitcher baseball_pitcher baseball_player player jug infielder catcher baseman beer_mug ball_player batter carafe first_baseman grater clear_glass	(both number meaningful commercial ultimately enquiries at cost stress unskilled vested well-known grounds aspect actually
pizza	7	0.0	pizza slice_of_pizza pizzas cheese_pizza sandwich bread salad food pie pizza_slice hot_dog meal tortilla cookies slice	amount agriculturally possible deliberately sphere grew consideration growth whether comparatively residence according at attributes class
plain	0	0.0	plain out plantation playing_field prairie m&m glass_shelf embankment background. grassy rock_wall on large_body grasslands door_mat	audience allow another behind point ideology surprisingly redundant placed networks anthony into examined social facts
plant	6	0.0	plant plants flowers bush potted_plant flower_pot houseplant green_plant fern tree flower weeds pots brown_tree planter	point right motivations ideology when behind intensive in tel time this social either published really
plantain	4	0.0	plantain grass_blade two_plates white_plates soda_cans pizza_boxes copper potato_slice man's_lap mill art_supply white_rose glass_base artichoke flower_bouquet	arrivals others had activated wherever rationalisations urban north welcome creation aim larger negotiation jackson right
planter	17	0.0	planter flower_pot pot planters garden flower_basket vase door_mat stakes flowerpot glass_shelf sundress flower_bed rose_bush blue_vase	stressed sphere agriculturally deliberately possible attributes (see comparatively notion numbers composed far that having here
plaque	17	0.0	plaque exit_sign black_graffiti chimes ac concrete_step flower_pots garland ceiling_beam bench_slat small_windows lightning_rod exit metal_bars building_top	anthropologists at commercial number at relation course belonging ultimately has nascent born economy anthony race
plastic	6	0.0	plastic saying pendant_light pop deodorant article water_drain aluminum_foil adapter umbrella_handle lift_chair earbud wood_chip white_handle yellow_cap	do but above sphere sciences within public ambrose industry another allow in clearly taken ideologies
plate	7	0.0	plate bowl dish tray platter napkin pan basket white_plate container table paper_plate salad sandwich box	vested number cost neighbourhoods subject socio-economic ultimately early facts high-density was aspect actually health division
platform	17	0.0	platform station pavement track tracks train_platform walkway train_wheels railway_track electric_post passengers train_station concrete_post train_tracks train_depot	modern much corollary possibility elicit opposition would nationally addresses shetland prime what role felt court
player	8	0.0	player baseball_player batter tennis_player catcher players baseball_players pitcher athlete umpire baseball_batter baseball_pitcher baseman ball_player boy	correspondingly combined race since class commercial completed council distinction anthony numbers doing well-known sharp 1968
plaza	17	0.0	plaza alleyway parking_garage canal waterfront lightpost alley streetlights city_bus streetlamp lane basketball_hoop daylight skyscrapers waterway	south felt 171 opposition coincided between migration predominantly distinction extensive capital-intensive stress camps category role
plug	10	0.0	plug drain_plug plugs stopper socket switch cord electrical_outlet outlet sockets drive usb_drive tap power_outlet earbud	tend external living published another expanding us motivations stems immigrants types this intend sponsored local
plumbing	2	0.0	plumbing flush_button valve flusher flush_handle safety_bar tile_wall seat_cover grab_bar water_line flush_lever bathroom_counter valves seat_lid pink_wall	groups right rural literature fertile native ideology listen faith activated development north in leisure matters
pocket	1	0.0	pocket back_pocket lapel button_hole belt_loop zip cuff pockets name_tag white_collar button blue_color white_buttons drawstring sleeve	touchstone international lie talking unemployment grow prevailing central 385 industrial arrived along immigration thought masters
point	17	0.0	point ornamentation lightning_rod long_tail bed_post red_tail building_top spires splotch right_corner yellow_trim steeple life kite_tail eyeballs	to operate a covered knowledge liberty are temple aspects essentially vital its has adopted assumption
pole	17	0.0	pole post poles metal_pole telephone_pole lamp_post light_pole street_light posts light_post black_pole utility_pole wooden_post structure tower	education felt opposition possibility modern stress boot time migration intensive again intend new as court
police	18	0.0	police scooters cops cop ankles football_player policeman motorcyclist luggage_case green_seat officer packs tailpipe 19 train_conductor	debate suburbia work launched real paper section time boot authors servants goliath possibility being temple
policeman	18	0.0	policeman cop cops officer police_officer police jockey rider football_player motorcyclist biker stirrups chariot officers ankles	race since combined numbers class how correspondingly distinction completed commercial sharp each behaviour consideration broader
